Cluster representative	Cluster member	Cluster member description	Member P-value	Member user defined value	Member IC	Member frequency
GO:0034330	GO:0034330	cell junction organization	8.460e-09	0.000e+00	3.823e+00	1.502e-04
GO:0034330	GO:0034329	cell junction assembly	1.010e-05	0.000e+00	4.107e+00	7.823e-05
GO:0034330	GO:0007416	synapse assembly	3.000e-03	0.000e+00	4.612e+00	2.442e-05
GO:0034330	GO:0045216	cell-cell junction organization	8.700e-04	0.000e+00	4.191e+00	6.440e-05
GO:0034330	GO:0007043	cell-cell junction assembly	6.970e-03	0.000e+00	4.365e+00	4.320e-05
GO:0070268	GO:0070268	cornification	2.970e-02	0.000e+00	5.857e+00	1.389e-06
GO:0110149	GO:0110149	regulation of biomineralization	4.810e-02	0.000e+00	4.573e+00	2.671e-05
GO:0007155	GO:0022610	biological adhesion	5.440e-23	0.000e+00	2.307e+00	4.932e-03
GO:0007155	GO:0007155	cell adhesion	3.440e-23	0.000e+00	2.689e+00	2.048e-03
GO:0007155	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	8.980e-13	0.000e+00	3.528e+00	2.966e-04
GO:0007155	GO:0098609	cell-cell adhesion	1.690e-11	0.000e+00	3.338e+00	4.589e-04
GO:0007155	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	5.200e-09	0.000e+00	3.574e+00	2.669e-04
GO:0007155	GO:0031589	cell-substrate adhesion	6.310e-04	0.000e+00	3.976e+00	1.057e-04
GO:0007155	GO:0007160	cell-matrix adhesion	7.080e-03	0.000e+00	4.244e+00	5.696e-05
GO:0018149	GO:0018149	peptide cross-linking	1.010e-02	0.000e+00	4.587e+00	2.590e-05
GO:0002250	GO:0002250	adaptive immune response	5.350e-19	0.000e+00	4.035e+00	9.229e-05
GO:0002250	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	6.140e-05	0.000e+00	4.875e+00	1.332e-05
GO:0002250	GO:0019724	B cell mediated immunity	1.470e-04	0.000e+00	5.407e+00	3.914e-06
GO:0002250	GO:0002449	lymphocyte mediated immunity	1.970e-03	0.000e+00	4.966e+00	1.082e-05
GO:0002250	GO:0002443	leukocyte mediated immunity	1.360e-03	0.000e+00	4.852e+00	1.406e-05
GO:0002250	GO:0002478	antigen processing and presentation of exogenous peptide antigen	8.480e-09	0.000e+00	5.210e+00	6.168e-06
GO:0002250	GO:0019884	antigen processing and presentation of exogenous antigen	2.920e-08	0.000e+00	5.154e+00	7.015e-06
GO:0002250	GO:0048002	antigen processing and presentation of peptide antigen	1.350e-08	0.000e+00	4.610e+00	2.455e-05
GO:0002250	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	2.850e-08	0.000e+00	4.730e+00	1.862e-05
GO:0002250	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	4.000e-07	0.000e+00	5.672e+00	2.129e-06
GO:0002250	GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	5.820e-07	0.000e+00	5.562e+00	2.743e-06
GO:0002250	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	6.500e-03	0.000e+00	5.529e+00	2.956e-06
GO:0002250	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	1.030e-02	0.000e+00	5.468e+00	3.406e-06
GO:0002250	GO:0019882	antigen processing and presentation	4.610e-08	0.000e+00	3.467e+00	3.410e-04
GO:0002250	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1.150e-02	0.000e+00	4.265e+00	5.431e-05
GO:0002250	GO:0002446	neutrophil mediated immunity	3.450e-11	0.000e+00	5.626e+00	2.365e-06
GO:0002250	GO:0002444	myeloid leukocyte mediated immunity	2.650e-10	0.000e+00	5.572e+00	2.682e-06
GO:0002250	GO:0002455	humoral immune response mediated by circulating immunoglobulin	8.530e-09	0.000e+00	6.098e+00	7.972e-07
GO:0002250	GO:0016064	immunoglobulin mediated immune response	2.020e-04	0.000e+00	5.488e+00	3.254e-06
GO:0002250	GO:0006956	complement activation	1.550e-09	0.000e+00	4.234e+00	5.840e-05
GO:0002250	GO:0002252	immune effector process	7.600e-03	0.000e+00	3.140e+00	7.238e-04
GO:0002250	GO:0006959	humoral immune response	8.070e-10	0.000e+00	4.054e+00	8.837e-05
GO:0002250	GO:0008228	opsonization	1.150e-02	0.000e+00	6.228e+00	5.913e-07
GO:0002250	GO:0050853	B cell receptor signaling pathway	8.050e-06	0.000e+00	4.800e+00	1.585e-05
GO:0002250	GO:0050852	T cell receptor signaling pathway	8.970e-03	0.000e+00	4.768e+00	1.705e-05
GO:0002250	GO:0006958	complement activation, classical pathway	1.180e-08	0.000e+00	4.618e+00	2.409e-05
GO:0002250	GO:0002218	activation of innate immune response	6.810e-03	0.000e+00	4.813e+00	1.538e-05
GO:0002250	GO:0045089	positive regulation of innate immune response	3.680e-02	0.000e+00	4.432e+00	3.694e-05
GO:0060395	GO:0060395	SMAD protein signal transduction	3.030e-02	0.000e+00	4.874e+00	1.337e-05
GO:0007608	GO:0007606	sensory perception of chemical stimulus	2.740e-22	0.000e+00	3.375e+00	4.215e-04
GO:0007608	GO:0007608	sensory perception of smell	9.800e-24	0.000e+00	3.467e+00	3.411e-04
GO:0007608	GO:0050877	nervous system process	1.490e-17	0.000e+00	3.052e+00	8.871e-04
GO:0007608	GO:0003008	system process	5.240e-12	0.000e+00	2.957e+00	1.103e-03
GO:0007608	GO:0032501	multicellular organismal process	5.260e-11	0.000e+00	2.515e+00	3.058e-03
GO:0007608	GO:0007275	multicellular organism development	2.650e-07	0.000e+00	2.963e+00	1.089e-03
GO:0007608	GO:0048856	anatomical structure development	7.010e-07	0.000e+00	2.496e+00	3.192e-03
GO:0007608	GO:0021762	substantia nigra development	4.630e-02	0.000e+00	6.460e+00	3.471e-07
GO:0007608	GO:0032502	developmental process	2.040e-04	0.000e+00	2.145e+00	7.169e-03
GO:0007608	GO:0001832	blastocyst growth	4.400e-02	0.000e+00	6.038e+00	9.155e-07
GO:0007608	GO:0009790	embryo development	8.250e-03	0.000e+00	4.088e+00	8.165e-05
GO:0007608	GO:0031424	keratinization	3.620e-02	0.000e+00	5.317e+00	4.822e-06
GO:0007608	GO:0007600	sensory perception	2.030e-16	0.000e+00	3.116e+00	7.665e-04
GO:0007608	GO:0090132	epithelium migration	5.980e-03	0.000e+00	6.526e+00	2.975e-07
GO:0007608	GO:0007389	pattern specification process	3.030e-11	0.000e+00	3.616e+00	2.422e-04
GO:0007608	GO:0003002	regionalization	1.140e-08	0.000e+00	3.865e+00	1.365e-04
GO:0007608	GO:0009952	anterior/posterior pattern specification	1.580e-04	0.000e+00	4.258e+00	5.527e-05
GO:0007608	GO:0009798	axis specification	3.430e-02	0.000e+00	4.617e+00	2.415e-05
GO:0007608	GO:0009953	dorsal/ventral pattern formation	2.150e-02	0.000e+00	4.454e+00	3.514e-05
GO:0007608	GO:0007368	determination of left/right symmetry	3.010e-02	0.000e+00	4.308e+00	4.920e-05
GO:0007608	GO:0009855	determination of bilateral symmetry	3.900e-02	0.000e+00	4.301e+00	4.995e-05
GO:0007608	GO:0009799	specification of symmetry	3.920e-02	0.000e+00	4.299e+00	5.028e-05
GO:0007608	GO:0019229	regulation of vasoconstriction	4.150e-03	0.000e+00	4.677e+00	2.103e-05
GO:0007608	GO:1903522	regulation of blood circulation	1.110e-02	0.000e+00	4.062e+00	8.667e-05
GO:0007608	GO:0044057	regulation of system process	8.940e-03	0.000e+00	3.726e+00	1.877e-04
GO:0007608	GO:0035296	regulation of tube diameter	1.390e-02	0.000e+00	4.148e+00	7.110e-05
GO:0007608	GO:0035150	regulation of tube size	1.050e-02	0.000e+00	4.130e+00	7.408e-05
GO:0007608	GO:0150104	transport across blood-brain barrier	1.610e-02	0.000e+00	5.496e+00	3.189e-06
GO:0007608	GO:0010232	vascular transport	1.680e-02	0.000e+00	5.418e+00	3.818e-06
GO:0007608	GO:0008015	blood circulation	2.330e-02	0.000e+00	5.461e+00	3.456e-06
GO:0007608	GO:0097746	blood vessel diameter maintenance	1.390e-02	0.000e+00	4.151e+00	7.056e-05
GO:0050911	GO:0050907	detection of chemical stimulus involved in sensory perception	1.800e-22	0.000e+00	3.382e+00	4.146e-04
GO:0050911	GO:0050911	detection of chemical stimulus involved in sensory perception of smell	2.650e-25	0.000e+00	3.399e+00	3.991e-04
GO:0050911	GO:0050906	detection of stimulus involved in sensory perception	3.740e-20	0.000e+00	3.360e+00	4.368e-04
GO:0050911	GO:0051606	detection of stimulus	9.270e-11	0.000e+00	3.006e+00	9.865e-04
GO:0050911	GO:0042769	DNA damage response, detection of DNA damage	4.220e-03	0.000e+00	5.819e+00	1.518e-06
GO:0050911	GO:0009593	detection of chemical stimulus	2.830e-20	0.000e+00	3.367e+00	4.292e-04
GO:0050911	GO:0033554	cellular response to stress	1.370e-24	0.000e+00	1.588e+00	2.581e-02
GO:0050911	GO:0006950	response to stress	1.900e-05	0.000e+00	1.520e+00	3.021e-02
GO:0050911	GO:0006979	response to oxidative stress	1.110e-03	0.000e+00	2.900e+00	1.260e-03
GO:0006910	GO:0006910	phagocytosis, recognition	2.050e-05	0.000e+00	5.159e+00	6.935e-06
GO:0006910	GO:0008037	cell recognition	5.160e-05	0.000e+00	3.866e+00	1.360e-04
GO:0006910	GO:0008038	neuron recognition	2.740e-02	0.000e+00	4.699e+00	1.998e-05
GO:0051899	GO:0051899	membrane depolarization	1.910e-02	0.000e+00	4.993e+00	1.017e-05
GO:0070664	GO:0070664	negative regulation of leukocyte proliferation	9.600e-05	0.000e+00	4.755e+00	1.757e-05
GO:0070664	GO:0050672	negative regulation of lymphocyte proliferation	3.180e-04	0.000e+00	4.782e+00	1.651e-05
GO:0070664	GO:0032945	negative regulation of mononuclear cell proliferation	2.090e-04	0.000e+00	4.777e+00	1.672e-05
GO:0070664	GO:0042130	negative regulation of T cell proliferation	1.980e-03	0.000e+00	4.904e+00	1.246e-05
GO:0070664	GO:0050671	positive regulation of lymphocyte proliferation	2.850e-03	0.000e+00	4.511e+00	3.081e-05
GO:0070664	GO:0042102	positive regulation of T cell proliferation	2.770e-02	0.000e+00	4.705e+00	1.973e-05
GO:0070664	GO:0032946	positive regulation of mononuclear cell proliferation	2.890e-03	0.000e+00	4.499e+00	3.166e-05
GO:0070664	GO:0070665	positive regulation of leukocyte proliferation	3.220e-03	0.000e+00	4.475e+00	3.348e-05
GO:0070664	GO:0042127	regulation of cell population proliferation	6.100e-05	0.000e+00	3.277e+00	5.283e-04
GO:0070664	GO:0008284	positive regulation of cell population proliferation	1.970e-02	0.000e+00	3.615e+00	2.427e-04
GO:0070664	GO:0008285	negative regulation of cell population proliferation	2.030e-03	0.000e+00	3.733e+00	1.851e-04
GO:0070664	GO:2000177	regulation of neural precursor cell proliferation	1.350e-02	0.000e+00	4.746e+00	1.793e-05
GO:0070664	GO:0050678	regulation of epithelial cell proliferation	1.500e-03	0.000e+00	4.147e+00	7.137e-05
GO:0070664	GO:0050679	positive regulation of epithelial cell proliferation	3.700e-03	0.000e+00	4.435e+00	3.672e-05
